Tanggal Penjualan,ID Produk,Nama Produk,Kategori,Jumlah Terjual,Harga Satuan,Total Penjualan,HPP Satuan,Total HPP,Profit,Margin (%),Period Status
2023-03-29,26,Jam Alarm Meja,Elektronik,3,18000,54000,13000,39000,15000,27.78,Normal
2023-03-29,14,Jam Dinding Digital,Elektronik,2,30000,60000,22000,44000,16000,26.67,Normal
2023-03-29,14,Jam Dinding Digital,Elektronik,2,30000,60000,20000,40000,20000,33.33,Normal
2023-03-31,34,Rok Wanita Denim,Clothing & Fashion,1,75000,75000,49000,49000,26000,34.67,Normal
2023-03-31,111,Casing HP Softcase,Aksesori Umum,5,15000,75000,10000,50000,25000,33.33,Normal
2023-03-31,17,Kipas Angin Standing,Elektronik,1,120000,120000,80000,80000,40000,33.33,Normal
2023-03-31,59,Panci Stainless 24cm,Alat Rumah Tangga,1,85000,85000,55000,55000,30000,35.29,Normal
2023-03-31,83,Krim Wajah Siang,Kecantikan & Perawatan,1,45000,45000,31000,31000,14000,31.11,Normal
2023-03-31,102,Suspending Organizer,Hanger & Penyimpanan,3,20000,60000,13000,39000,21000,35.0,Normal
2023-03-31,116,Kabel Data USB A to C,Aksesori Umum,4,15000,60000,10000,40000,20000,33.33,Normal
2023-03-31,118,Colokan Timer,Aksesori Umum,1,40000,40000,27000,27000,13000,32.5,Normal
2023-04-01,69,Mini Fan USB,Elektronik,1,25000,25000,17000,17000,8000,32.0,Normal
2023-04-01,118,Colokan Timer,Aksesori Umum,1,40000,40000,28000,28000,12000,30.0,Normal
2023-04-01,17,Kipas Angin Standing,Elektronik,1,120000,120000,91000,91000,29000,24.17,Normal
2023-04-01,1,Lampu LED 5W,Elektronik,1,15000,15000,11000,11000,4000,26.67,Normal
2023-04-01,76,Kotak Penyimpanan Plastik,Hanger & Penyimpanan,1,30000,30000,22000,22000,8000,26.67,Normal
2023-04-01,111,Casing HP Softcase,Aksesori Umum,2,15000,30000,11000,22000,8000,26.67,Normal
2023-04-01,57,Kipas Angin Meja,Elektronik,1,60000,60000,45000,45000,15000,25.0,Normal
2023-04-01,60,Tempat Bumbu Dapur,Alat Rumah Tangga,1,18000,18000,14000,14000,4000,22.22,Normal
2023-04-01,60,Tempat Bumbu Dapur,Alat Rumah Tangga,1,18000,18000,12000,12000,6000,33.33,Normal
2023-04-02,87,Pensil Alis,Kecantikan & Perawatan,2,10000,20000,7000,14000,6000,30.0,Normal
2023-04-02,17,Kipas Angin Standing,Elektronik,1,120000,120000,87000,87000,33000,27.5,Normal
2023-04-02,25,Gantungan Kunci Lucu,Aksesori Umum,3,5000,15000,3000,9000,6000,40.0,Normal
2023-04-02,52,Charger Wireless,Elektronik,1,55000,55000,40000,40000,15000,27.27,Normal
2023-04-02,116,Kabel Data USB A to C,Aksesori Umum,2,15000,30000,11000,22000,8000,26.67,Normal
2023-04-02,49,Flashdisk 64GB,Elektronik,1,120000,120000,87000,87000,33000,27.5,Normal
2023-04-02,116,Kabel Data USB A to C,Aksesori Umum,1,15000,15000,11000,11000,4000,26.67,Normal
2023-04-02,28,Sikat Lantai Otomatis,Alat Rumah Tangga,1,40000,40000,29000,29000,11000,27.5,Normal
2023-04-03,1,Lampu LED 5W,Elektronik,3,15000,45000,11000,33000,12000,26.67,Normal
2023-04-03,90,Masker Medis 50pcs,Kesehatan,2,25000,50000,18000,36000,14000,28.0,Normal
2023-04-03,40,Kantong Sleeping Bag,Outdoor & Travel,1,75000,75000,58000,58000,17000,22.67,Normal
2023-04-03,23,Tas Belanja Lipat,Aksesori Umum,4,10000,40000,7000,28000,12000,30.0,Normal
2023-04-03,29,Sabun Cuci Piring Cair,Sembako,3,12000,36000,8000,24000,12000,33.33,Normal
2023-04-03,101,Gantungan Tas Dinding,Hanger & Penyimpanan,2,15000,30000,11000,22000,8000,26.67,Normal
2023-04-04,21,Set Sendok Garpu Emas,Perlengkapan Rumah,3,15000,45000,11000,33000,12000,26.67,Normal
2023-04-04,44,Keyboard Mechanical,Elektronik,1,150000,150000,107000,107000,43000,28.67,Normal
2023-04-04,113,Tas Selempang Simple,Aksesori Umum,1,45000,45000,33000,33000,12000,26.67,Normal
2023-04-04,4,Speaker Mini Bluetooth,Elektronik,1,60000,60000,47000,47000,13000,21.67,Normal
2023-04-04,57,Kipas Angin Meja,Elektronik,1,60000,60000,44000,44000,16000,26.67,Normal
2023-04-04,2,Power Bank 2000mAh,Elektronik,1,35000,35000,24000,24000,11000,31.43,Normal
2023-04-04,73,Remote Universal,Elektronik,4,15000,60000,10000,40000,20000,33.33,Normal
2023-04-04,75,Hanger Plastik 10pcs,Hanger & Penyimpanan,2,20000,40000,14000,28000,12000,30.0,Normal
2023-04-04,46,Earphone In-Ear,Elektronik,2,25000,50000,19000,38000,12000,24.0,Normal
2023-04-05,53,Sarung Bantal 2 pcs,Home & Living,3,25000,75000,19000,57000,18000,24.0,Normal
2023-04-05,15,Meja Lipat Mini,Furniture Ringan,1,85000,85000,65000,65000,20000,23.53,Normal
2023-04-05,120,Baskom Plastik 10L,Alat Rumah Tangga,2,25000,50000,18000,36000,14000,28.0,Normal
2023-04-05,87,Pensil Alis,Kecantikan & Perawatan,6,10000,60000,7000,42000,18000,30.0,Normal
2023-04-05,57,Kipas Angin Meja,Elektronik,1,60000,60000,44000,44000,16000,26.67,Normal
2023-04-05,10,Panci Teflon 20cm,Alat Rumah Tangga,1,65000,65000,48000,48000,17000,26.15,Normal
2023-04-06,96,Sepatu Sandal Jepit,Footwear,2,25000,50000,17000,34000,16000,32.0,Normal
2023-04-06,96,Sepatu Sandal Jepit,Footwear,2,25000,50000,18000,36000,14000,28.0,Normal
2023-04-06,47,Smartwatch Basic,Elektronik,1,120000,120000,95000,95000,25000,20.83,Normal
2023-04-06,114,Kantong HP Anti Air,Aksesori Umum,2,20000,40000,14000,28000,12000,30.0,Normal
2023-04-06,5,Headphone Earbuds,Elektronik,1,45000,45000,35000,35000,10000,22.22,Normal
2023-04-06,100,Senter LED Waterproof,Elektronik,1,30000,30000,23000,23000,7000,23.33,Normal
2023-04-07,84,Masker Wajah Sheet,Kecantikan & Perawatan,5,8000,40000,5000,25000,15000,37.5,Normal
2023-04-07,68,Vas Bunga Plastik,Perlengkapan Rumah,3,15000,45000,11000,33000,12000,26.67,Normal
2023-04-07,10,Panci Teflon 20cm,Alat Rumah Tangga,1,65000,65000,47000,47000,18000,27.69,Normal
2023-04-07,75,Hanger Plastik 10pcs,Hanger & Penyimpanan,2,20000,40000,15000,30000,10000,25.0,Normal
2023-04-07,9,Kipas Angin USB,Elektronik,2,25000,50000,19000,38000,12000,24.0,Normal
2023-04-07,91,Thermometer Digital,Kesehatan,1,50000,50000,36000,36000,14000,28.0,Normal
2023-04-07,60,Tempat Bumbu Dapur,Alat Rumah Tangga,3,18000,54000,12000,36000,18000,33.33,Normal
2023-04-07,112,Holder HP Mobil,Aksesori Umum,2,20000,40000,14000,28000,12000,30.0,Normal
2023-04-07,113,Tas Selempang Simple,Aksesori Umum,1,45000,45000,32000,32000,13000,28.89,Normal
2023-04-08,5,Headphone Earbuds,Elektronik,1,45000,45000,31000,31000,14000,31.11,Normal
2023-04-08,85,Lotion Tubuh,Kecantikan & Perawatan,1,30000,30000,22000,22000,8000,26.67,Normal
2023-04-08,75,Hanger Plastik 10pcs,Hanger & Penyimpanan,1,20000,20000,15000,15000,5000,25.0,Normal
2023-04-08,86,Parfum Roll On,Kecantikan & Perawatan,1,15000,15000,10000,10000,5000,33.33,Normal
2023-04-08,39,Tenda Lipat 2 Orang,Outdoor & Travel,1,160000,160000,121000,121000,39000,24.38,Normal
2023-04-09,51,Bola Lampu LED 10W,Elektronik,1,20000,20000,14000,14000,6000,30.0,Normal
2023-04-09,69,Mini Fan USB,Elektronik,1,25000,25000,19000,19000,6000,24.0,Normal
2023-04-09,110,Dompet Mini Wanita,Aksesori Umum,1,25000,25000,19000,19000,6000,24.0,Normal
2023-04-09,94,Minyak Kayu Putih,Obat Tradisional,2,10000,20000,7000,14000,6000,30.0,Normal
2023-04-10,12,Gantungan Baju Plastik,Perlengkapan Rumah,24,2500,60000,1000,24000,36000,60.0,Normal
2023-04-10,1,Lampu LED 5W,Elektronik,3,15000,45000,11000,33000,12000,26.67,Normal
2023-04-10,120,Baskom Plastik 10L,Alat Rumah Tangga,2,25000,50000,17000,34000,16000,32.0,Normal
2023-04-11,88,Lip Balm,Kecantikan & Perawatan,3,12000,36000,9000,27000,9000,25.0,Normal
2023-04-11,112,Holder HP Mobil,Aksesori Umum,2,20000,40000,15000,30000,10000,25.0,Normal
2023-04-11,21,Set Sendok Garpu Emas,Perlengkapan Rumah,3,15000,45000,11000,33000,12000,26.67,Normal
2023-04-11,29,Sabun Cuci Piring Cair,Sembako,5,12000,60000,9000,45000,15000,25.0,Normal
2023-04-11,8,Blender Portable,Alat Rumah Tangga,1,75000,75000,56000,56000,19000,25.33,Normal
2023-04-11,101,Gantungan Tas Dinding,Hanger & Penyimpanan,3,15000,45000,11000,33000,12000,26.67,Normal
2023-04-11,107,Hiasan Dinding Minimalis,Home & Living,1,30000,30000,23000,23000,7000,23.33,Normal
2023-04-12,26,Jam Alarm Meja,Elektronik,3,18000,54000,13000,39000,15000,27.78,Normal
2023-04-12,92,Oximeter,Kesehatan,1,130000,130000,100000,100000,30000,23.08,Normal
2023-04-12,103,Kotak Obat Plastik,Home & Living,2,18000,36000,12000,24000,12000,33.33,Normal
2023-04-13,70,Lampu Emergency,Elektronik,1,35000,35000,25000,25000,10000,28.57,Normal
2023-04-13,67,Stiker Dekorasi Tembok,Perlengkapan Rumah,3,12000,36000,8000,24000,12000,33.33,Normal
2023-04-13,79,Pewangi Ruangan,Kecantikan & Perawatan,3,15000,45000,10000,30000,15000,33.33,Normal
2023-04-13,37,Sepatu Sneakers Pria,Footwear,1,110000,110000,82000,82000,28000,25.45,Normal
2023-04-13,47,Smartwatch Basic,Elektronik,1,120000,120000,85000,85000,35000,29.17,Normal
2023-04-13,90,Masker Medis 50pcs,Kesehatan,2,25000,50000,18000,36000,14000,28.0,Normal
2023-04-13,97,Kasur Karpet Lipat,Home & Living,1,90000,90000,65000,65000,25000,27.78,Normal
2023-04-13,70,Lampu Emergency,Elektronik,1,35000,35000,27000,27000,8000,22.86,Normal
2023-04-13,66,Buku Tulis 100 Lembar,Edukasi & Hobi,6,10000,60000,7000,42000,18000,30.0,Normal
2023-04-14,56,Kotak Perhiasan Kayu,Perlengkapan Rumah,1,35000,35000,27000,27000,8000,22.86,Normal
2023-04-14,4,Speaker Mini Bluetooth,Elektronik,1,60000,60000,45000,45000,15000,25.0,Normal
2023-04-14,78,Pembersih Lantai Cair,Kebersihan,2,20000,40000,15000,30000,10000,25.0,Normal
2023-04-14,40,Kantong Sleeping Bag,Outdoor & Travel,1,75000,75000,54000,54000,21000,28.0,Normal
2023-04-14,55,Payung Golf Besar,Aksesori Umum,1,30000,30000,21000,21000,9000,30.0,Normal
2023-04-14,3,Charger USB-C,Elektronik,2,20000,40000,14000,28000,12000,30.0,Normal
2023-04-15,114,Kantong HP Anti Air,Aksesori Umum,1,20000,20000,15000,15000,5000,25.0,Normal
2023-04-15,35,Topi Baseball,Clothing & Fashion,1,15000,15000,11000,11000,4000,26.67,Normal
2023-04-15,63,Benih Cabe Djitu,Perlengkapan Rumah,1,130000,130000,99000,99000,31000,23.85,Normal
2023-04-16,78,Pembersih Lantai Cair,Kebersihan,1,20000,20000,14000,14000,6000,30.0,Normal
2023-04-16,84,Masker Wajah Sheet,Kecantikan & Perawatan,2,8000,16000,6000,12000,4000,25.0,Normal
2023-04-16,116,Kabel Data USB A to C,Aksesori Umum,1,15000,15000,11000,11000,4000,26.67,Normal
2023-04-16,112,Holder HP Mobil,Aksesori Umum,1,20000,20000,14000,14000,6000,30.0,Normal
2023-04-17,23,Tas Belanja Lipat,Aksesori Umum,5,10000,50000,7000,35000,15000,30.0,Normal
2023-04-17,118,Colokan Timer,Aksesori Umum,1,40000,40000,30000,30000,10000,25.0,Normal
2023-04-17,52,Charger Wireless,Elektronik,1,55000,55000,43000,43000,12000,21.82,Normal
2023-04-17,35,Topi Baseball,Clothing & Fashion,3,15000,45000,11000,33000,12000,26.67,Normal
2023-04-17,63,Benih Cabe Djitu,Perlengkapan Rumah,1,130000,130000,95000,95000,35000,26.92,Normal
2023-04-17,17,Kipas Angin Standing,Elektronik,1,120000,120000,94000,94000,26000,21.67,Normal
2023-04-17,87,Pensil Alis,Kecantikan & Perawatan,6,10000,60000,7000,42000,18000,30.0,Normal
2023-04-18,81,Shampoo Botol,Kecantikan & Perawatan,2,25000,50000,18000,36000,14000,28.0,Normal
2023-04-18,79,Pewangi Ruangan,Kecantikan & Perawatan,3,15000,45000,10000,30000,15000,33.33,Normal
2023-04-18,72,Kabel HDMI 1.5m,Elektronik,2,25000,50000,17000,34000,16000,32.0,Normal
2023-04-19,74,Sarung Baju Jas,Hanger & Penyimpanan,5,12000,60000,9000,45000,15000,25.0,Normal
2023-04-19,6,Rice Cooker Mini,Alat Rumah Tangga,1,90000,90000,64000,64000,26000,28.89,Normal
2023-04-19,51,Bola Lampu LED 10W,Elektronik,2,20000,40000,14000,28000,12000,30.0,Normal
2023-04-19,117,Power Extension 6 Outlet,Aksesori Umum,1,65000,65000,49000,49000,16000,24.62,Normal
2023-04-20,120,Baskom Plastik 10L,Alat Rumah Tangga,2,25000,50000,19000,38000,12000,24.0,Normal
2023-04-20,71,Kipas Angin Kecil,Elektronik,3,20000,60000,14000,42000,18000,30.0,Normal
2023-04-20,25,Gantungan Kunci Lucu,Aksesori Umum,9,5000,45000,3000,27000,18000,40.0,Normal
2023-04-21,48,Power Bank 10000mAh,Elektronik,1,90000,90000,64000,64000,26000,28.89,Normal
2023-04-21,59,Panci Stainless 24cm,Alat Rumah Tangga,1,85000,85000,64000,64000,21000,24.71,Normal
2023-04-21,13,Tempat Makan Plastik,Perlengkapan Rumah,7,10000,70000,7000,49000,21000,30.0,Normal
2023-04-22,96,Sepatu Sandal Jepit,Footwear,1,25000,25000,19000,19000,6000,24.0,Normal
2023-04-22,41,Senter LED Senter Senter,Elektronik,1,20000,20000,15000,15000,5000,25.0,Normal
2023-04-22,4,Speaker Mini Bluetooth,Elektronik,1,60000,60000,43000,43000,17000,28.33,Normal
2023-04-22,21,Set Sendok Garpu Emas,Perlengkapan Rumah,1,15000,15000,11000,11000,4000,26.67,Normal
2023-04-22,80,Sabun Mandi Cair,Kecantikan & Perawatan,1,18000,18000,14000,14000,4000,22.22,Normal
2023-04-22,32,Celana Pendek Casual,Clothing & Fashion,1,45000,45000,31000,31000,14000,31.11,Normal
2023-04-22,18,Dispenser Air Manual,Alat Rumah Tangga,1,150000,150000,109000,109000,41000,27.33,Normal
2023-04-22,72,Kabel HDMI 1.5m,Elektronik,1,25000,25000,19000,19000,6000,24.0,Normal
2023-04-23,66,Buku Tulis 100 Lembar,Edukasi & Hobi,3,10000,30000,7000,21000,9000,30.0,Normal
2023-04-23,71,Kipas Angin Kecil,Elektronik,1,20000,20000,14000,14000,6000,30.0,Normal
2023-04-23,106,Tempat HP Rotan,Home & Living,1,25000,25000,18000,18000,7000,28.0,Normal
2023-04-23,85,Lotion Tubuh,Kecantikan & Perawatan,1,30000,30000,21000,21000,9000,30.0,Normal
2023-04-23,81,Shampoo Botol,Kecantikan & Perawatan,1,25000,25000,18000,18000,7000,28.0,Normal
2023-04-23,31,Baju Kaus Polos,Clothing & Fashion,1,35000,35000,25000,25000,10000,28.57,Normal
2023-04-23,15,Meja Lipat Mini,Furniture Ringan,1,85000,85000,64000,64000,21000,24.71,Normal
2023-04-23,94,Minyak Kayu Putih,Obat Tradisional,3,10000,30000,7000,21000,9000,30.0,Normal
2023-04-24,87,Pensil Alis,Kecantikan & Perawatan,4,10000,40000,7000,28000,12000,30.0,Normal
2023-04-24,15,Meja Lipat Mini,Furniture Ringan,1,85000,85000,64000,64000,21000,24.71,Normal
2023-04-24,67,Stiker Dekorasi Tembok,Perlengkapan Rumah,4,12000,48000,8000,32000,16000,33.33,Normal
2023-04-24,8,Blender Portable,Alat Rumah Tangga,1,75000,75000,55000,55000,20000,26.67,Normal
2023-04-24,10,Panci Teflon 20cm,Alat Rumah Tangga,1,65000,65000,50000,50000,15000,23.08,Normal
2023-04-24,16,Kursi Lipat Ringan,Furniture Ringan,1,70000,70000,55000,55000,15000,21.43,Normal
2023-04-25,61,Piring Plastik Set 10pcs,Perlengkapan Rumah,2,25000,50000,17000,34000,16000,32.0,Normal
2023-04-25,91,Thermometer Digital,Kesehatan,1,50000,50000,35000,35000,15000,30.0,Normal
2023-04-25,23,Tas Belanja Lipat,Aksesori Umum,5,10000,50000,7000,35000,15000,30.0,Normal
2023-04-25,3,Charger USB-C,Elektronik,2,20000,40000,15000,30000,10000,25.0,Normal
2023-04-25,28,Sikat Lantai Otomatis,Alat Rumah Tangga,1,40000,40000,31000,31000,9000,22.5,Normal
2023-04-26,43,Mouse Wireless,Elektronik,2,30000,60000,23000,46000,14000,23.33,Normal
2023-04-26,47,Smartwatch Basic,Elektronik,1,120000,120000,94000,94000,26000,21.67,Normal
2023-04-26,49,Flashdisk 64GB,Elektronik,1,120000,120000,85000,85000,35000,29.17,Normal
2023-04-26,75,Hanger Plastik 10pcs,Hanger & Penyimpanan,2,20000,40000,15000,30000,10000,25.0,Normal
2023-04-26,75,Hanger Plastik 10pcs,Hanger & Penyimpanan,3,20000,60000,15000,45000,15000,25.0,Normal
2023-04-26,113,Tas Selempang Simple,Aksesori Umum,1,45000,45000,35000,35000,10000,22.22,Normal
2023-04-26,119,Box Makanan 600ml,Perlengkapan Rumah,6,10000,60000,7000,42000,18000,30.0,Normal
2023-04-27,76,Kotak Penyimpanan Plastik,Hanger & Penyimpanan,1,30000,30000,23000,23000,7000,23.33,Normal
2023-04-27,71,Kipas Angin Kecil,Elektronik,2,20000,40000,15000,30000,10000,25.0,Normal
2023-04-27,66,Buku Tulis 100 Lembar,Edukasi & Hobi,5,10000,50000,7000,35000,15000,30.0,Normal
2023-04-28,32,Celana Pendek Casual,Clothing & Fashion,1,45000,45000,35000,35000,10000,22.22,Normal
2023-04-28,27,Penampung Sampah Rumah,Perlengkapan Rumah,2,22000,44000,16000,32000,12000,27.27,Normal
2023-04-28,15,Meja Lipat Mini,Furniture Ringan,1,85000,85000,67000,67000,18000,21.18,Normal
2023-04-28,118,Colokan Timer,Aksesori Umum,1,40000,40000,29000,29000,11000,27.5,Normal
2023-04-28,32,Celana Pendek Casual,Clothing & Fashion,1,45000,45000,34000,34000,11000,24.44,Normal
2023-04-28,49,Flashdisk 64GB,Elektronik,1,120000,120000,94000,94000,26000,21.67,Normal
2023-04-28,57,Kipas Angin Meja,Elektronik,1,60000,60000,43000,43000,17000,28.33,Normal
2023-04-28,71,Kipas Angin Kecil,Elektronik,3,20000,60000,14000,42000,18000,30.0,Normal
2023-04-28,30,Lap Microfiber,Perlengkapan Rumah,4,15000,60000,11000,44000,16000,26.67,Normal
2023-04-29,112,Holder HP Mobil,Aksesori Umum,1,20000,20000,15000,15000,5000,25.0,Normal
2023-04-29,65,Matras Yoga,Edukasi & Hobi,1,45000,45000,31000,31000,14000,31.11,Normal
2023-04-29,65,Matras Yoga,Edukasi & Hobi,1,45000,45000,35000,35000,10000,22.22,Normal
2023-04-29,61,Piring Plastik Set 10pcs,Perlengkapan Rumah,1,25000,25000,19000,19000,6000,24.0,Normal
2023-04-29,116,Kabel Data USB A to C,Aksesori Umum,1,15000,15000,10000,10000,5000,33.33,Normal
2023-04-29,28,Sikat Lantai Otomatis,Alat Rumah Tangga,1,40000,40000,29000,29000,11000,27.5,Normal
2023-04-30,104,Tirai Gorden Jendela,Home & Living,1,75000,75000,57000,57000,18000,24.0,Normal
2023-04-30,17,Kipas Angin Standing,Elektronik,1,120000,120000,89000,89000,31000,25.83,Normal
2023-04-30,6,Rice Cooker Mini,Alat Rumah Tangga,1,90000,90000,70000,70000,20000,22.22,Normal
2023-04-30,83,Krim Wajah Siang,Kecantikan & Perawatan,1,45000,45000,33000,33000,12000,26.67,Normal
2023-04-30,26,Jam Alarm Meja,Elektronik,1,18000,18000,12000,12000,6000,33.33,Normal
2023-05-01,25,Gantungan Kunci Lucu,Aksesori Umum,12,5000,60000,3000,36000,24000,40.0,Normal
2023-05-01,118,Colokan Timer,Aksesori Umum,1,40000,40000,31000,31000,9000,22.5,Normal
2023-05-01,92,Oximeter,Kesehatan,1,130000,130000,94000,94000,36000,27.69,Normal
2023-05-02,93,Vitamin C 1000mg,Kesehatan,2,20000,40000,14000,28000,12000,30.0,Normal
2023-05-02,13,Tempat Makan Plastik,Perlengkapan Rumah,5,10000,50000,7000,35000,15000,30.0,Normal
2023-05-02,31,Baju Kaus Polos,Clothing & Fashion,1,35000,35000,25000,25000,10000,28.57,Normal
2023-05-02,101,Gantungan Tas Dinding,Hanger & Penyimpanan,3,15000,45000,10000,30000,15000,33.33,Normal
2023-05-02,51,Bola Lampu LED 10W,Elektronik,3,20000,60000,15000,45000,15000,25.0,Normal
2023-05-03,94,Minyak Kayu Putih,Obat Tradisional,6,10000,60000,7000,42000,18000,30.0,Normal
2023-05-03,5,Headphone Earbuds,Elektronik,1,45000,45000,35000,35000,10000,22.22,Normal
2023-05-03,65,Matras Yoga,Edukasi & Hobi,1,45000,45000,35000,35000,10000,22.22,Normal
2023-05-03,95,Bandana Couple,Clothing & Fashion,4,15000,60000,11000,44000,16000,26.67,Normal
2023-05-03,98,Kipas Angin DC,Elektronik,1,40000,40000,30000,30000,10000,25.0,Normal
2023-05-03,58,Dispenser Galon Atas,Alat Rumah Tangga,1,120000,120000,91000,91000,29000,24.17,Normal
2023-05-03,91,Thermometer Digital,Kesehatan,1,50000,50000,39000,39000,11000,22.0,Normal
2023-05-03,58,Dispenser Galon Atas,Alat Rumah Tangga,1,120000,120000,84000,84000,36000,30.0,Normal
2023-05-04,22,Kotak Bekal Makanan,Perlengkapan Rumah,2,20000,40000,15000,30000,10000,25.0,Normal
2023-05-04,119,Box Makanan 600ml,Perlengkapan Rumah,6,10000,60000,7000,42000,18000,30.0,Normal
2023-05-04,82,Kondisioner Rambut,Kecantikan & Perawatan,1,25000,25000,19000,19000,6000,24.0,Normal
2023-05-04,81,Shampoo Botol,Kecantikan & Perawatan,2,25000,50000,19000,38000,12000,24.0,Normal
2023-05-04,66,Buku Tulis 100 Lembar,Edukasi & Hobi,6,10000,60000,7000,42000,18000,30.0,Normal
2023-05-04,10,Panci Teflon 20cm,Alat Rumah Tangga,1,65000,65000,50000,50000,15000,23.08,Normal
2023-05-04,68,Vas Bunga Plastik,Perlengkapan Rumah,4,15000,60000,11000,44000,16000,26.67,Normal
2023-05-05,104,Tirai Gorden Jendela,Home & Living,1,75000,75000,53000,53000,22000,29.33,Normal
2023-05-05,88,Lip Balm,Kecantikan & Perawatan,5,12000,60000,8000,40000,20000,33.33,Normal
2023-05-05,116,Kabel Data USB A to C,Aksesori Umum,3,15000,45000,10000,30000,15000,33.33,Normal
2023-05-06,13,Tempat Makan Plastik,Perlengkapan Rumah,2,10000,20000,7000,14000,6000,30.0,Normal
2023-05-06,8,Blender Portable,Alat Rumah Tangga,1,75000,75000,59000,59000,16000,21.33,Normal
2023-05-06,51,Bola Lampu LED 10W,Elektronik,1,20000,20000,14000,14000,6000,30.0,Normal
2023-05-06,93,Vitamin C 1000mg,Kesehatan,1,20000,20000,14000,14000,6000,30.0,Normal
2023-05-06,25,Gantungan Kunci Lucu,Aksesori Umum,6,5000,30000,3000,18000,12000,40.0,Normal
2023-05-06,66,Buku Tulis 100 Lembar,Edukasi & Hobi,2,10000,20000,7000,14000,6000,30.0,Normal
2023-05-07,1,Lampu LED 5W,Elektronik,1,15000,15000,11000,11000,4000,26.67,Normal
2023-05-07,32,Celana Pendek Casual,Clothing & Fashion,1,45000,45000,31000,31000,14000,31.11,Normal
2023-05-07,24,Payung Lipat Transparan,Aksesori Umum,1,25000,25000,18000,18000,7000,28.0,Normal
2023-05-07,60,Tempat Bumbu Dapur,Alat Rumah Tangga,1,18000,18000,13000,13000,5000,27.78,Normal
2023-05-07,62,Gelas Minum Plastik,Perlengkapan Rumah,2,8000,16000,5000,10000,6000,37.5,Normal
2023-05-07,38,Kasur Lipat Camping,Outdoor & Travel,1,140000,140000,106000,106000,34000,24.29,Normal
2023-05-07,69,Mini Fan USB,Elektronik,1,25000,25000,17000,17000,8000,32.0,Normal
2023-05-07,98,Kipas Angin DC,Elektronik,1,40000,40000,31000,31000,9000,22.5,Normal
2023-05-08,118,Colokan Timer,Aksesori Umum,1,40000,40000,31000,31000,9000,22.5,Normal
2023-05-08,48,Power Bank 10000mAh,Elektronik,1,90000,90000,71000,71000,19000,21.11,Normal
2023-05-08,102,Suspending Organizer,Hanger & Penyimpanan,3,20000,60000,14000,42000,18000,30.0,Normal
2023-05-08,8,Blender Portable,Alat Rumah Tangga,1,75000,75000,52000,52000,23000,30.67,Normal
2023-05-08,48,Power Bank 10000mAh,Elektronik,1,90000,90000,65000,65000,25000,27.78,Normal
2023-05-08,108,Gantungan Baju Dinding,Hanger & Penyimpanan,3,15000,45000,11000,33000,12000,26.67,Normal
2023-05-08,104,Tirai Gorden Jendela,Home & Living,1,75000,75000,54000,54000,21000,28.0,Normal
2023-05-08,99,Speaker Mini Bluetooth,Elektronik,1,50000,50000,35000,35000,15000,30.0,Normal
2023-05-08,118,Colokan Timer,Aksesori Umum,1,40000,40000,28000,28000,12000,30.0,Normal
2023-05-10,84,Masker Wajah Sheet,Kecantikan & Perawatan,5,8000,40000,5000,25000,15000,37.5,Normal
2023-05-10,87,Pensil Alis,Kecantikan & Perawatan,4,10000,40000,7000,28000,12000,30.0,Normal
2023-05-10,18,Dispenser Air Manual,Alat Rumah Tangga,1,150000,150000,110000,110000,40000,26.67,Normal
2023-05-11,57,Kipas Angin Meja,Elektronik,1,60000,60000,46000,46000,14000,23.33,Normal
2023-05-11,70,Lampu Emergency,Elektronik,1,35000,35000,26000,26000,9000,25.71,Normal
2023-05-11,46,Earphone In-Ear,Elektronik,2,25000,50000,17000,34000,16000,32.0,Normal
2023-05-11,84,Masker Wajah Sheet,Kecantikan & Perawatan,7,8000,56000,6000,42000,14000,25.0,Normal
2023-05-12,87,Pensil Alis,Kecantikan & Perawatan,7,10000,70000,7000,49000,21000,30.0,Normal
2023-05-12,43,Mouse Wireless,Elektronik,2,30000,60000,23000,46000,14000,23.33,Normal
2023-05-12,3,Charger USB-C,Elektronik,2,20000,40000,14000,28000,12000,30.0,Normal
2023-05-13,1,Lampu LED 5W,Elektronik,1,15000,15000,11000,11000,4000,26.67,Normal
2023-05-13,43,Mouse Wireless,Elektronik,1,30000,30000,22000,22000,8000,26.67,Normal
2023-05-13,100,Senter LED Waterproof,Elektronik,1,30000,30000,21000,21000,9000,30.0,Normal
2023-05-13,61,Piring Plastik Set 10pcs,Perlengkapan Rumah,1,25000,25000,18000,18000,7000,28.0,Normal
2023-05-13,41,Senter LED Senter Senter,Elektronik,1,20000,20000,14000,14000,6000,30.0,Normal
2023-05-13,40,Kantong Sleeping Bag,Outdoor & Travel,1,75000,75000,56000,56000,19000,25.33,Normal
2023-05-13,111,Casing HP Softcase,Aksesori Umum,1,15000,15000,11000,11000,4000,26.67,Normal
2023-05-13,18,Dispenser Air Manual,Alat Rumah Tangga,1,150000,150000,111000,111000,39000,26.0,Normal
2023-05-14,18,Dispenser Air Manual,Alat Rumah Tangga,1,150000,150000,107000,107000,43000,28.67,Normal
2023-05-14,1,Lampu LED 5W,Elektronik,1,15000,15000,11000,11000,4000,26.67,Normal
2023-05-14,109,Tempat Kartu Kulit,Aksesori Umum,1,20000,20000,14000,14000,6000,30.0,Normal
